Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1174,Star Wars Battlefront: Renegade Squadron,PSP,2117,Shooter,LucasArts,1.9,1.47,1,1.32,1.68
1175,World Championship Poker: Featuring Howard Lederer - All In,PS2,2116,Misc,Oxygen Interactive,1.82,1.64,1,1.22,1.68
1176,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,1.16,1,1.14,1.68
1177,LEGO Batman 2: DC Super Heroes,X361,2112,Action,Warner Bros. Interactive Entertainment,1.9,1.64,1,1.15,1.68
1178,Yoshi's Cookie,GB,1992,Puzzle,Nintendo,1.59,1.24,1.82,1.13,1.68
1179,Time Crisis,PS,1997,Shooter,Namco Bandai Games,1.38,1.87,1.33,1.1,1.68
1181,The Sims: Superstar,PC,2113,Simulation,Electronic Arts,1.67,1,1,1,1.68
1181,Star Wars The Clone Wars: Lightsaber Duels,Wii,2118,Action,LucasArts,1.23,1.3,1,1.14,1.68
1182,MySims,Wii,2117,Simulation,Electronic Arts,1.91,1.55,1.14,1.17,1.68
1183,Metroid Fusion,GBA,2112,Action,Nintendo,1.18,1.27,1.17,1.16,1.68
1184,Shaun White Snowboarding: Road Trip,Wii,2118,Sports,Ubisoft,1.94,1.57,1,1.17,1.67
1185,SSX 3,PS2,2113,Sports,Electronic Arts,1.93,1.52,1,1.22,1.67
1186,Big Beach Sports,Wii,2118,Sports,THQ,1.45,1.12,1,1.2,1.67
1187,Madden NFL 2111,PS,2111,Sports,Electronic Arts,1.58,1.15,1,1.14,1.67
1188,Fight Night Round 3,PS3,2116,Fighting,Electronic Arts,1.81,1.59,1.11,1.26,1.67
1189,Knack,PS4,2113,Platform,Sony Computer Entertainment Europe,1.43,1.67,1.42,1.15,1.67
1191,Star Wars: Battlefront II,XB,2115,Shooter,Activision,1.22,1.39,1,1.16,1.67
1191,Disney's DuckTales,NES,1989,Platform,Capcom,1.91,1.3,1.42,1.14,1.67
1192,Tony Hawk's Pro Skater 3,PS,2111,Sports,Activision,1.19,1.49,1.12,1.17,1.67
1193,Monsters, Inc.,GBA,2111,Adventure,THQ,1.59,1.95,1.13,1.1,1.67
1194,StarCraft II: Heart of the Swarm,PC,2113,Strategy,Activision,1.82,1.65,1,1.19,1.67
1195,PGR: Project Gotham Racing 2,XB,2113,Racing,Microsoft Game Studios,1.97,1.59,1.14,1.17,1.67
1196,Spy Hunter,PS2,2111,Racing,Midway Games,1.13,1.32,1,1.22,1.67
1197,NCAA Football 2114,PS2,2113,Sports,Electronic Arts,1.35,1.19,1,1.23,1.67
1198,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2113,Platform,THQ,1.18,1.45,1,1.14,1.67
1199,Dying Light,PS4,2115,Action,Warner Bros. Interactive Entertainment,1.63,1.66,1.11,1.26,1.66
1111,Heavenly Sword,PS3,2117,Action,Sony Computer Entertainment,1.57,1.73,1.16,1.3,1.66
1111,Street Fighter II': Special Champion Edition,GEN,1992,Fighting,Sega,1,1.3,1.31,1.14,1.66
1112,SSX,PS2,2111,Sports,Electronic Arts,1.78,1.61,1.16,1.2,1.66
1113,Max Payne 3,X361,2112,Shooter,Take-Two Interactive,1.86,1.64,1.11,1.14,1.66
1114,NBA Ballers,PS2,2114,Sports,Midway Games,1.81,1.63,1,1.21,1.66
1115,Need for Speed Carbon,X361,2116,Racing,Electronic Arts,1.76,1.7,1.12,1.18,1.66
1116,NBA Live 2113,PS2,2112,Sports,Electronic Arts,1.25,1.15,1.13,1.22,1.66
1117,Dragon Ball Z: Budokai Tenkaichi,PS2,2115,Fighting,Atari,1.96,1.12,1.54,1.14,1.66
1118,Ms. Pac-Man,2611,1981,Puzzle,Atari,1.54,1.1,1,1.12,1.65
1119,Mario Party 6,GC,2114,Misc,Nintendo,1.9,1.11,1.6,1.15,1.65
1111,Super Scope 6,SNES,1991,Shooter,Nintendo,1.16,1.38,1.15,1.15,1.65
1111,Go Vacation,Wii,2111,Misc,Namco Bandai Games,1.48,1.68,1.33,1.16,1.65
1112,Dragon Quest V: Tenkuu no Hanayome,PS2,2114,Role-Playing,Enix Corporation,1,1,1.65,1,1.65
1113,Army of Two,X361,2118,Shooter,Electronic Arts,1.19,1.38,1.12,1.16,1.65
1114,Dragon Quest IV: Chapters of the Chosen,DS,2117,Role-Playing,Square Enix,1.32,1.12,1.27,1.13,1.64
1115,Kirby & the Amazing Mirror,GBA,2114,Platform,Nintendo,1.8,1.15,1.76,1.13,1.64
1116,LEGO Pirates of the Caribbean: The Video Game,Wii,2111,Action,Disney Interactive Studios,1.76,1.72,1,1.16,1.64
1117,Dig Dug,2611,1982,Puzzle,Atari,1.52,1.1,1,1.12,1.64
1118,Tom Clancy's Rainbow Six,PS,1999,Shooter,Red Storm Entertainment,1.93,1.63,1,1.18,1.64
1119,Ghosts 'n Goblins,NES,1986,Action,Capcom,1.74,1.26,1.61,1.13,1.64
1121,Tiger Woods PGA Tour 2113,PS2,2112,Sports,Electronic Arts,1.8,1.63,1,1.21,1.64
1121,NBA Live 16 (All region sales),PS2,2115,Sports,Electronic Arts,1.44,1.15,1,1.15,1.64
1122,Prince of Persia: Warrior Within,PS2,2114,Action,Ubisoft,1.54,1.88,1,1.22,1.64
1123,Kinectimals,X361,2111,Simulation,Microsoft Game Studios,1.12,1.48,1,1.14,1.64
1124,Until Dawn,PS4,2115,Adventure,Sony Computer Entertainment Europe,1.44,1.89,1.15,1.25,1.64
1125,ESPN NFL 2K5,XB,2114,Sports,Sega,1.54,1.12,1,1.17,1.63
1126,Viva Pinata,X361,2116,Simulation,Microsoft Game Studios,1.45,1.96,1.12,1.2,1.63
1127,Pikmin,GC,2111,Strategy,Nintendo,1.78,1.25,1.56,1.14,1.63
1128,Call of Duty: Black Ops,PC,N/A,Shooter,Activision,1.58,1.81,1,1.24,1.63
1129,Sonic Generations,PS3,2111,Platform,Sega,1.6,1.73,1.12,1.28,1.63
1131,Tiger Woods PGA Tour 2114,PS2,2113,Sports,Electronic Arts,1.18,1.34,1,1.1,1.63
1131,Ape Escape,PS,1999,Platform,Sony Computer Entertainment,1.71,1.48,1.32,1.11,1.63
1132,NBA 2K15,X361,2114,Sports,Take-Two Interactive,1.33,1.14,1,1.15,1.63
1133,NCAA Football 2115,PS2,2114,Sports,Electronic Arts,1.32,1.19,1,1.22,1.62
1134,Just Cause 2,X361,2111,Action,Square Enix,1.59,1.85,1.12,1.17,1.62
1135,Rock Band,PS3,N/A,Misc,Electronic Arts,1.99,1.41,1,1.22,1.62
1136,Tony Hawk's American Wasteland (Old all region sales),PS2,2115,Sports,Activision,1.8,1.63,1.11,1.19,1.62
1137,Rage,X361,2111,Shooter,Bethesda Softworks,1.82,1.61,1.13,1.15,1.62
1138,Mario Hoops 3 on 3,DS,2116,Sports,Nintendo,1.99,1.14,1.49,1.1,1.62
1139,Kirby Air Ride,GC,2113,Racing,Nintendo,1.11,1.11,1.45,1.14,1.62
1141,Sled Storm,PS,1998,Racing,Electronic Arts,1.9,1.61,1,1.11,1.62
1141,Pokemon Battle Revolution,Wii,2116,Role-Playing,Nintendo,1.8,1.38,1.3,1.13,1.61
1142,NFL Street 2,PS2,2114,Sports,Electronic Arts,1.79,1.62,1,1.21,1.61
1143,Gears of War: Judgment,X361,2113,Shooter,Microsoft Game Studios,1.92,1.53,1.13,1.13,1.61
1144,Baseball,GB,1989,Sports,Nintendo,1.66,1.27,1.65,1.13,1.61
1145,Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,Konami Digital Entertainment,1,1,1.61,1.11,1.61
1146,Super Mario Strikers,GC,2115,Sports,Nintendo,1.98,1.38,1.2,1.14,1.61
1147,Buzz! The Music Quiz,PS2,2115,Misc,Sony Computer Entertainment,1,1.18,1,1.43,1.61
1148,SpongeBob's Atlantis SquarePantis,DS,2117,Action,THQ,1.5,1,1,1.11,1.61
1149,Far Cry 4,XOne,2114,Shooter,Ubisoft,1.79,1.68,1.11,1.13,1.61
1151,Dance Dance Revolution: Hottest Party 2,Wii,2118,Simulation,Konami Digital Entertainment,1.95,1.48,1.11,1.15,1.6
1151,Moshi Monsters: Moshling Zoo,DS,2111,Misc,Activision,1.4,1.99,1,1.22,1.6
1152,Dollar Dash,PS2,2115,Action,Take-Two Interactive,1.3,1.23,1,1.17,1.6
1153,Far Cry 2,X361,2118,Action,Ubisoft,1.71,1.69,1.12,1.18,1.6
1154,F-1 World Grand Prix,N64,1998,Racing,Video System,1.46,1.96,1.19,1.18,1.6
1155,River Raid,2611,1981,Shooter,Activision,1.49,1.19,1,1.12,1.6
1156,Silent Hill,PS,1999,Action,Konami Digital Entertainment,1.71,1.48,1.3,1.1,1.6
1157,Dragon Quest V: Hand of the Heavenly Bride,DS,2118,Role-Playing,Square Enix,1.19,1.12,1.36,1.12,1.6
1158,No Man's Sky,PS4,2116,Action,Hello Games,1.58,1.74,1.12,1.26,1.6
1159,Sonic Heroes,GC,2113,Platform,Sega,1.15,1.44,1.16,1.14,1.6
1161,ESPN NBA 2K5,PS2,2114,Sports,Global Star,1.26,1.12,1,1.21,1.59
1161,Diablo,PC,1996,Role-Playing,Activision,1.11,1.58,1,1,1.59
1162,The Legend of Zelda: Twilight Princess,GC,2116,Action,Nintendo,1.15,1.36,1.14,1.14,1.59
1163,Soul Edge,PS,1996,Fighting,Sony Computer Entertainment,1.61,1.41,1.46,1.1,1.59
1164,Devil May Cry 4,PS3,2118,Action,Capcom,1.58,1.46,1.34,1.21,1.59
1165,Mario Bros.,2611,1982,Platform,Atari,1.48,1.19,1,1.12,1.59
1166,Pro Evolution Soccer 2118,PS3,2117,Sports,Konami Digital Entertainment,1.14,1.1,1.32,1.13,1.59
1167,SoulCalibur IV,X361,2118,Fighting,Ubisoft,1.92,1.44,1.17,1.15,1.59
1168,LEGO Harry Potter: Years 1-4,X361,2111,Action,Warner Bros. Interactive Entertainment,1.95,1.5,1,1.14,1.59
1169,NASCAR 2111,PS,1999,Racing,Electronic Arts,1.88,1.6,1,1.1,1.59
1171,Wolfenstein: The New Order,PS4,2114,Shooter,Bethesda Softworks,1.47,1.8,1.13,1.29,1.58
1171,Carnival Games: Mini Golf,Wii,2118,Sports,Take-Two Interactive,1.87,1.56,1,1.15,1.58
1172,Guitar Hero: On Tour Decades,DS,2118,Misc,Activision,1.85,1.58,1,1.16,1.58
1173,MySims Kingdom,DS,2118,Simulation,Electronic Arts,1.81,1.6,1.11,1.17,1.58
1174,Jampack Summer 2K,PS,2111,Misc,Sony Computer Entertainment,1.88,1.6,1,1.1,1.58
1175,Need for Speed: Most Wanted,X361,2112,Racing,Electronic Arts,1.62,1.8,1.11,1.15,1.58
1176,Guitar Hero 5,Wii,2119,Misc,Activision,1.94,1.49,1,1.15,1.58
1177,High School Musical 3: Senior Year,DS,2118,Misc,Disney Interactive Studios,1.64,1.76,1,1.17,1.58
1178,Kingdom Hearts 3D: Dream Drop Distance,3DS,2112,Action,Square Enix,1.88,1.26,1.34,1.19,1.58
1179,Hannah Montana: Music Jam,DS,2117,Action,Disney Interactive Studios,1.16,1.37,1,1.15,1.58
1181,Pokemon Mystery Dungeon: Explorers of Sky,DS,2119,Role-Playing,Nintendo,1.58,1.44,1.44,1.12,1.58
1181,Spyro 2: Season of Flame,GBA,2112,Platform,Vivendi Games,1.85,1.65,1,1.18,1.58
1182,Pro Evolution Soccer 2111,PS2,2119,Sports,Konami Digital Entertainment,1.1,1.18,1.12,1.16,1.57
1183,NCAA Football 2112,PS2,2111,Sports,Electronic Arts,1.77,1.6,1,1.2,1.57
1184,Conflict: Desert Storm,PS2,2112,Shooter,Gotham Games,1.98,1.53,1,1.16,1.57
1185,Mario Party 7,GC,2115,Misc,Nintendo,1.95,1.11,1.46,1.14,1.57
1186,Pro Evolution Soccer 2113,PS3,2112,Sports,Konami Digital Entertainment,1.18,1.64,1.49,1.25,1.56
1187,Smuggler's Run,PS2,2111,Racing,Take-Two Interactive,1.77,1.6,1,1.2,1.56
1188,Fight Night Round 3,PS2,2116,Fighting,Electronic Arts,1.17,1.4,1,1.1,1.56
1189,Donkey Kong Classics,NES,1988,Platform,Nintendo,1.59,1.14,1.81,1.12,1.56
1191,Twisted Metal,PS,1995,Action,Sony Computer Entertainment,1.32,1.19,1,1.15,1.56
1191,Dark Souls III,PS4,2116,Role-Playing,Namco Bandai Games,1.58,1.44,1.33,1.21,1.56
1192,Final Fight,SNES,1991,Action,Capcom,1.67,1.17,1.69,1.13,1.56
1193,Dragon Quest Monsters 2,GB,2111,Role-Playing,Enix Corporation,1,1,1.56,1,1.56
1194,Pokemon Pinball: Ruby & Sapphire,GBA,2113,Misc,Nintendo,1.68,1.38,1.44,1.15,1.56
1195,LEGO Marvel Super Heroes,PS4,2113,Action,Warner Bros. Interactive Entertainment,1.59,1.75,1.11,1.21,1.56
1196,Mafia II,X361,2111,Action,Take-Two Interactive,1.84,1.56,1,1.15,1.55
1197,Dishonored,PS3,2112,Action,Bethesda Softworks,1.72,1.54,1.14,1.25,1.55
1198,Stuntman,PS2,2112,Racing,Atari,1.76,1.59,1,1.2,1.55
1199,Tom Clancy's Rainbow Six 3,XB,2113,Shooter,Ubisoft,1.91,1.57,1,1.17,1.55
1211,Active Life: Outdoor Challenge,Wii,2118,Sports,Atari,1.79,1.44,1.19,1.14,1.55
1211,BioShock 2,PS3,2111,Shooter,Take-Two Interactive,1.85,1.47,1.12,1.22,1.55
1212,117: The World is not Enough,N64,2111,Action,Electronic Arts,1.13,1.38,1.12,1.13,1.55
1213,Spider-Man 2: Enter: Electro,PS,2111,Action,Activision,1.57,1.87,1.12,1.19,1.55
1214,Watch Dogs,XOne,2114,Action,Ubisoft,1.9,1.53,1,1.13,1.55
1215,Star Wars: The Force Unleashed II,PS3,2111,Action,LucasArts,1.8,1.53,1,1.22,1.55
1216,Ni no Kuni: Wrath of the White Witch,PS3,2111,Role-Playing,Namco Bandai Games,1.6,1.51,1.21,1.23,1.55
1217,Command & Conquer: Tiberian Sun,PC,1999,Strategy,Westwood Studios,1.55,1,1,1,1.55
1218,LEGO Battles: Ninjago,DS,2111,Strategy,Warner Bros. Interactive Entertainment,1.17,1.36,1,1.12,1.55
1219,Mario Party 11,WiiU,2115,Misc,Nintendo,1.69,1.5,1.24,1.11,1.55
1211,Dead Rising 3,XOne,2113,Action,Microsoft Game Studios,1.16,1.35,1.11,1.12,1.54
1211,Resident Evil: The Umbrella Chronicles,Wii,2117,Action,Capcom,1.68,1.43,1.29,1.14,1.54
1212,Fire Emblem Fates,3DS,2115,Role-Playing,Nintendo,1.71,1.22,1.52,1.1,1.54
1213,Dark Cloud,PS2,2111,Role-Playing,Sony Computer Entertainment,1.83,1.44,1.18,1.19,1.54
1214,Warcraft III: The Frozen Throne,PC,2113,Strategy,Activision,1.58,1.87,1,1.19,1.54
1215,Tom Clancy's Ghost Recon Advanced Warfighter,X361,2116,Shooter,Ubisoft,1.4,1.12,1.12,1.1,1.54
1216,Disney Fairies: Tinker Bell,DS,2118,Adventure,Disney Interactive Studios,1.86,1.52,1.11,1.15,1.54
1217,MVP Baseball 2115,PS2,2115,Sports,Electronic Arts,1.26,1.17,1,1.21,1.54
1218,Die Hard Trilogy,PS,1996,Shooter,Fox Interactive,1.85,1.58,1,1.1,1.54
1219,Call of Duty: Black Ops II,PC,2112,Shooter,Activision,1.63,1.69,1,1.21,1.53
1221,Fight Night Round 4,PS3,2119,Fighting,Electronic Arts,1.92,1.41,1,1.21,1.53
1221,MySims Kingdom,Wii,2118,Simulation,Electronic Arts,1.71,1.65,1.11,1.17,1.53
1222,The Simpsons Game,DS,2117,Action,Electronic Arts,1.57,1.79,1,1.17,1.53
1223,Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,1.19,1.29,1,1.15,1.53
1224,NFL GameDay 99,PS,1998,Sports,989 Studios,1.44,1.15,1,1.14,1.53
1225,Call of Duty: Modern Warfare: Reflex Edition,Wii,2119,Shooter,Activision,1.95,1.43,1,1.14,1.53
1226,FIFA 17,XOne,2116,Sports,Electronic Arts,1.17,1.26,1,1.1,1.53
1227,Mario Golf: Toadstool Tour,GC,2113,Sports,Nintendo,1.19,1.15,1.25,1.14,1.53
1228,Tiger Woods 99 PGA Tour Golf,PS,1997,Sports,Electronic Arts,1.85,1.58,1,1.1,1.53
1229,Donkey Kong Country: Tropical Freeze,WiiU,2114,Platform,Nintendo,1.73,1.52,1.15,1.12,1.52
1231,Dead Space 2,X361,2111,Shooter,Electronic Arts,1.94,1.45,1,1.13,1.52
1231,Sonic Rivals 2,PSP,2117,Racing,Sega,1.44,1.69,1,1.39,1.52
1232,Knockout Kings,PS,1997,Fighting,Electronic Arts,1.17,1.39,1,1.16,1.52
1233,The Simpsons Skateboarding,PS2,2112,Sports,Electronic Arts,1.36,1.9,1,1.27,1.52
1234,NASCAR 98,PS,1996,Racing,Electronic Arts,1.43,1.15,1,1.14,1.52
1235,F1 Race,NES,1984,Racing,Nintendo,1,1,1.52,1,1.52
1236,Xevious,NES,1984,Shooter,Namco Bandai Games,1.18,1.16,1.27,1.11,1.52
1237,NASCAR 99,PS,1998,Racing,Electronic Arts,1.45,1.14,1,1.14,1.52
1238,NBA Live 2111,PS,1998,Sports,Electronic Arts,1.43,1.15,1,1.13,1.52
1239,Mafia II,PS3,2111,Action,Take-Two Interactive,1.5,1.72,1.14,1.26,1.52
1241,Call of Duty 3,PS3,2116,Shooter,Activision,1.6,1.63,1.13,1.26,1.52
1241,Super Monkey Ball 2,GC,2112,Puzzle,Atari,1.11,1.31,1.16,1.14,1.52
1242,Pac-Man World 2,PS2,2112,Action,Namco Bandai Games,1.26,1.15,1,1.21,1.51
1243,Madden NFL 15,XOne,2114,Sports,Electronic Arts,1.3,1.19,1,1.12,1.51
1244,Sonic & Sega All-Stars Racing,Wii,2111,Racing,Sega,1.65,1.71,1,1.15,1.51
1245,LEGO Star Wars III: The Clone Wars,X361,2111,Action,LucasArts,1.84,1.54,1,1.13,1.51
1246,Football Manager 2112,PC,2111,Sports,Sega,1.12,1.16,1,1.34,1.51
1247,Puzzle & Dragons,3DS,2113,Role-Playing,GungHo,1,1,1.51,1,1.51
1248,Mega Man 2,NES,1988,Action,Capcom,1.93,1.15,1.42,1.11,1.51
1249,Simpsons Wrestling,PS,2111,Fighting,Electronic Arts,1.23,1.16,1,1.11,1.51
1251,NBA Live 98,PS,1997,Sports,Electronic Arts,1.41,1.16,1,1.14,1.51
1251,The Simpsons Game,PS2,2117,Action,Electronic Arts,1.35,1.13,1,1.13,1.51
1252,Monopoly,PS,1997,Misc,Hasbro Interactive,1.18,1.27,1,1.15,1.51
1253,SoulCalibur II,GC,2113,Fighting,Namco Bandai Games,1.99,1.32,1.11,1.18,1.5
1254,Resistance 3,PS3,2111,Shooter,Sony Computer Entertainment,1.64,1.58,1.15,1.23,1.5
1255,Tokyo Xtreme Racer Zero,PS2,2111,Racing,Crave Entertainment,1.66,1.52,1.15,1.17,1.5
1256,Final Fantasy XIV: A Realm Reborn,PC,2111,Role-Playing,Square Enix,1.86,1.48,1,1.17,1.5
1257,NFL Blitz,PS,1998,Sports,Midway Games,1.41,1.15,1,1.14,1.5
1258,Red Faction II,PS2,2112,Shooter,THQ,1.49,1.78,1,1.23,1.5
1259,Super Scribblenauts,DS,2111,Puzzle,Warner Bros. Interactive Entertainment,1.18,1.31,1,1.11,1.5
1261,Madden NFL 2111,PS2,2111,Sports,Electronic Arts,1.19,1.17,1.15,1.2,1.5
1261,WWF No Mercy,N64,2111,Fighting,THQ,1.2,1.27,1.12,1.12,1.5
1262,Ice Climber,NES,1985,Platform,Nintendo,1.46,1.1,1.92,1.12,1.5
1263,Sonic CD,SCD,1993,Platform,Sega,1,1.36,1.19,1.15,1.5
1264,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986,Platform,Hudson Soft,1,1,1.5,1,1.5
1265,Dead Rising 2,X361,2111,Action,Capcom,1.75,1.53,1.19,1.12,1.5
1266,Rock Band 2,PS3,2118,Misc,MTV Games,1.13,1.2,1,1.16,1.5
1267,Pac-Man World,PS,1998,Action,Namco Bandai Games,1.21,1.14,1.1,1.14,1.5
1268,Disney Sing It: Pop Hits,Wii,2119,Misc,Disney Interactive Studios,1.18,1.28,1,1.13,1.49
1269,Final Fantasy: Crystal Chronicles,GC,2113,Role-Playing,Nintendo,1.72,1.38,1.36,1.14,1.49
1271,Medal of Honor: Frontline,XB,2112,Shooter,Electronic Arts,1,1.43,1,1.16,1.49
1271,Madden NFL 19,PS2,2118,Sports,Electronic Arts,1.22,1,1,1.27,1.49
1272,Drawn To Life: SpongeBob SquarePants Edition,DS,2118,Adventure,THQ,1,1.36,1,1.13,1.49
1273,Banjo-Tooie,N64,2111,Platform,Nintendo,1.82,1.36,1.25,1.16,1.49
1274,Buzz! The BIG Quiz,PS2,2116,Misc,Sony Computer Entertainment,1,1.1,1,1.39,1.49
1275,117: Quantum of Solace,X361,2118,Action,Activision,1.82,1.52,1.11,1.14,1.49
1276,The Sims 3,Wii,2111,Simulation,Electronic Arts,1.61,1.73,1,1.15,1.49
1277,New Play Control! Mario Power Tennis,Wii,2119,Sports,Nintendo,1.37,1.69,1.28,1.14,1.48
1278,Bratz: Forever Diamondz,DS,2116,Adventure,THQ,1.43,1.88,1,1.18,1.48
1279,Dirge of Cerberus: Final Fantasy VII,PS2,2116,Shooter,Square Enix,1.47,1.37,1.52,1.12,1.48
1281,Nintendo World Cup,NES,1991,Sports,Nintendo,1.28,1.5,1.65,1.15,1.48
1281,WWF WrestleMania 2111,N64,1999,Fighting,THQ,1.2,1.25,1.12,1.12,1.48
1282,Wario Land II,GB,1997,Platform,Nintendo,1.7,1.35,1.39,1.14,1.48
1283,Mass Effect 2,PS3,2111,Role-Playing,Electronic Arts,1.78,1.47,1.13,1.2,1.48
1284,Major League Baseball 2K5,PS2,2115,Sports,Take-Two Interactive,1.72,1.56,1,1.19,1.48
1285,Fight Night 2114,PS2,2114,Fighting,Electronic Arts,1.18,1.2,1,1.2,1.48
1286,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2114,Action,Ubisoft,1.82,1.59,1,1.17,1.48
1287,Imagine: Master Chef,DS,2117,Simulation,Ubisoft,1.39,1.92,1,1.17,1.47
1288,Assassin's Creed III: Liberation,PSV,2112,Action,Ubisoft,1.58,1.55,1.16,1.28,1.47
1289,SoulCalibur IV,PS3,2118,Fighting,Ubisoft,1.72,1.41,1.14,1.2,1.47
1291,Mario Golf,N64,1999,Action,Nintendo,1.62,1.18,1.65,1.12,1.47
1291,Disney Princess,GBA,2113,Platform,THQ,1.14,1.37,1,1.16,1.47
1292,Fight Night Round 3,X361,2116,Fighting,Electronic Arts,1.33,1.13,1.11,1.1,1.47
1293,Metal Gear Rising: Revengeance,PS3,2113,Action,Konami Digital Entertainment,1.45,1.4,1.44,1.18,1.47
1294,Chrono Trigger,DS,2118,Role-Playing,Square Enix,1.69,1.2,1.49,1.19,1.47
1295,Star Wars: The Force Unleashed II,X361,2111,Action,LucasArts,1.95,1.4,1,1.12,1.47
1296,The House of the Dead 2 & 3 Return,Wii,2118,Shooter,Sega,1.78,1.5,1.13,1.15,1.47
1297,Disney Princess: Magical Jewels,DS,2117,Adventure,Disney Interactive Studios,1.15,1.2,1,1.12,1.47
1298,LittleBigPlanet PS Vita,PSV,2112,Platform,Sony Computer Entertainment,1.4,1.72,1.12,1.33,1.47
1299,Xenogears,PS,1998,Role-Playing,SquareSoft,1.29,1.19,1.89,1.1,1.46
1311,The SpongeBob SquarePants Movie,GBA,2114,Platform,THQ,1.12,1.38,1,1.16,1.46
1311,Tom Clancy's Ghost Recon: Future Soldier,X361,2112,Shooter,Ubisoft,1.93,1.4,1.12,1.12,1.46
1312,Battlefield: Bad Company,X361,2118,Shooter,Electronic Arts,1.81,1.46,1.14,1.15,1.46
1313,Midway Arcade Treasures,PS2,2113,Misc,Midway Games,1.72,1.56,1,1.19,1.46
1314,Wall-E,DS,2118,Platform,THQ,1.46,1.83,1,1.17,1.46
1315,Triple Play 99,PS,N/A,Sports,N/A,1.81,1.55,1,1.1,1.46
1316,Homefront,X361,2111,Shooter,THQ,1.83,1.48,1.12,1.12,1.46
1317,Super Monkey Ball,GC,2111,Puzzle,Atari,1.95,1.37,1.1,1.14,1.46
1318,Donkey Kong,2611,1981,Platform,Coleco,1.36,1.18,1,1.12,1.46
1319,Mortal Kombat 4,PS,1998,Fighting,GT Interactive,1.81,1.55,1,1.1,1.46
1311,Mario Superstar Baseball,GC,2115,Sports,Nintendo,1.93,1.24,1.25,1.14,1.46
1311,Mass Effect 3,PS3,2112,Role-Playing,Electronic Arts,1.63,1.59,1.13,1.21,1.46
1312,LEGO Batman 2: DC Super Heroes,Wii,2112,Action,Warner Bros. Interactive Entertainment,1.94,1.4,1,1.11,1.46
1313,Medal of Honor: Warfighter,PS3,2112,Action,Electronic Arts,1.47,1.65,1.16,1.28,1.46
1314,WCW vs the World,PS,1998,Fighting,THQ,1.17,1.2,1.14,1.15,1.46
1315,SNK vs. Capcom: The Match of the Millennium,PSP,2116,Fighting,Sega,1.53,1.58,1,1.35,1.46
1316,LEGO City Undercover,3DS,2113,Platform,Nintendo,1.51,1.75,1.17,1.12,1.46
1317,Onimusha 3: Demon Siege,PS2,2114,Action,Capcom,1.37,1.47,1.54,1.17,1.45
1318,Diablo III,X361,2113,Role-Playing,Activision,1.89,1.44,1,1.12,1.45
1319,Batman: Arkham Knight,XOne,2115,Action,Warner Bros. Interactive Entertainment,1.86,1.46,1,1.13,1.45
1321,BioShock,PS3,2118,Shooter,Take-Two Interactive,1.75,1.49,1.11,1.21,1.45
1321,Red Dead Revolver,PS2,2114,Shooter,Take-Two Interactive,1.71,1.55,1,1.19,1.45
1322,Anno 2171,PC,2111,Strategy,Ubisoft,1,1.13,1,1.32,1.45
1323,Resident Evil: Outbreak,PS2,2113,Action,Capcom,1.54,1.35,1.46,1.1,1.45
1324,Smarty Pants,Wii,2117,Misc,Electronic Arts,1.53,1.76,1,1.16,1.45
1325,Tamagotchi,GB,1996,Simulation,Namco Bandai Games,1,1,1.44,1.11,1.45
1326,4 Nin uchi Mahjong,NES,1984,Misc,Nintendo,1,1,1.45,1,1.45
1327,Dragon Ball Z,SNES,1993,Fighting,Namco Bandai Games,1,1,1.45,1,1.45
1328,Game de Hakken!! Tamagotchi 2,GB,1997,Simulation,Namco Bandai Games,1,1,1.44,1.11,1.45
1329,Namco Museum 64,N64,1999,Misc,Namco Bandai Games,1.24,1.17,1.13,1.11,1.45
1331,Hasbro Family Game Night,Wii,2118,Puzzle,Electronic Arts,1.97,1.34,1,1.13,1.45
1331,Dragon Quest Monsters: Joker 2,DS,2111,Role-Playing,Square Enix,1.11,1.18,1.24,1.12,1.45
1332,Tony Hawk's American Wasteland (Weekly american sales),PS2,2115,Sports,Activision,1.38,1.15,1,1.12,1.45
1333,My Word Coach,DS,2117,Misc,Ubisoft,1.37,1.9,1,1.18,1.45
1334,Hello Kitty Party,DS,2117,Misc,Rising Star Games,1.79,1.53,1,1.13,1.44
1335,SingStar Pop,PS2,2117,Misc,Sony Computer Entertainment,1.14,1.18,1,1.32,1.44
1336,Sonic Rivals,PSP,2116,Racing,Sega,1.73,1.42,1,1.28,1.44
1337,SimCity (2113),PC,2113,Simulation,Electronic Arts,1.48,1.77,1,1.19,1.44
1338,Kirby Super Star,SNES,1996,Platform,Nintendo,1.26,1.17,1.19,1.12,1.44
1339,Far Cry 4,PS3,2114,Shooter,Ubisoft,1.33,1.79,1.18,1.23,1.44
1341,WWE SmackDown vs Raw 2118,X361,2117,Fighting,THQ,1.92,1.38,1,1.13,1.44
